year,month,day,statefips,case_count,death_count,test_count,case_rate,death_rate,test_rate,new_positives_rate,new_case_rate,new_death_rate,new_test_rate,new_case_count,new_death_count,new_test_count,emp_combined,emp_combined_inclow,emp_combined_incmiddle,emp_combined_inchigh,emp_combined_ss40,emp_combined_ss60,emp_combined_ss65,emp_combined_ss70
2020,3,20,45,126,3,914,2.45,.0583,17.8,.166,.314,.00832,2.29,16,0,118,-.026,-.0633,-.00759,-.0136,-.00519,-.02,.00151,-.101
2020,3,20,46,14,1,677,1.58,.113,76.5,0,.0807,0,9.61,1,0,85,.000589,-.0182,-.00284,.,.,-.00361,.,-.00323
2020,3,20,47,237,0,791,3.47,0,11.6,.285,.441,0,1.36,30,0,93,-.0194,-.0349,-.0236,.014,-.0353,-.0104,-.0107,-.0483
2020,3,20,48,386,5,5277,1.33,.0172,18.2,.0472,.162,.00246,2.58,47,1,748,-.0133,-.0456,.00176,-.00411,-.0146,-.00781,-.00461,-.0854
2020,3,20,49,112,0,3428,3.49,0,107,.0383,.468,0,14.3,15,0,458,-.0367,-.0896,-.00699,-.0298,-.00945,-.0547,-.000589,-.0926
2020,3,20,5,100,0,447,3.31,0,14.8,.418,.44,0,1.93,13,0,58,-.0119,-.0353,.00385,.,-.0232,.0267,.,-.0118
2020,3,20,50,29,2,1001,4.65,.321,160,.0335,.618,.0458,17.7,4,0,110,-.0656,-.0974,-.0573,-.0644,-.057,-.0394,-.0289,-.19
2020,3,20,51,115,2,2325,1.35,.0234,27.2,.0522,.142,.00335,3.65,12,0,311,-.0201,-.0518,-.016,-.00348,-.0312,.00235,-.00861,-.12
2020,3,20,53,1404,83,43276,18.4,1.09,568,.0427,1.68,.0863,51.3,128,7,3905,-.0249,-.135,-.0104,-.0422,-.0127,-.016,-.0398,-.0665
2020,3,20,54,8,0,226,.446,0,12.6,.037,.0638,0,1.67,1,0,30,-.0378,-.0544,-.0305,-.0188,-.0455,-.0759,-.0118,-.0322
2020,3,20,55,216,3,3690,3.71,.0515,63.4,.0461,.483,.00736,8.58,28,0,500,-.0284,-.0499,-.0211,-.0157,-.0398,-.0235,-.0221,-.0951
2020,3,20,56,22,0,350,3.8,0,60.5,.0656,.494,0,8.61,3,0,50,-.0257,-.0531,-.0144,.,-.085,.0017,.02,-.0614
2020,3,20,6,1283,24,11487,3.25,.0607,29.1,.122,.348,.00687,3.75,138,3,1481,-.0271,-.0903,-.0172,-.0215,-.036,-.0184,-.0162,-.0952
2020,3,20,8,364,5,3680,6.32,.0868,63.9,.118,.709,.00744,7.37,41,0,424,-.0209,-.0501,-.0149,-.0169,-.04,-.00296,-.0163,-.0957
2020,3,20,9,194,4,798,5.44,.112,22.4,.357,.733,.016,2.78,26,1,99,-.0369,-.0439,-.0375,-.0311,-.0422,-.0233,-.0412,-.128
2020,3,21,1,131,0,152,2.67,0,3.1,.581,.347,0,.361,17,0,18,-.0205,-.0541,-.00772,.00592,-.0324,-.0401,-.00422,-.115
2020,3,21,10,45,0,81,4.62,0,8.32,.857,.601,0,.572,6,0,6,-.0217,-.0642,-.0165,.00961,-.0145,.00745,-.00959,-.143
2020,3,21,11,77,1,583,10.9,.142,82.6,.545,1.23,.0202,10.6,9,0,75,-.0332,-.00682,-.054,-.017,-.0705,-.00663,-.0102,-.198
2020,3,21,12,764,11,7107,3.56,.0512,33.1,.0412,.462,.00532,4.38,99,1,940,-.0212,-.0482,-.00978,-.0123,-.0149,-.0191,-.0333,-.0568
2020,3,21,13,552,20,3064,5.2,.188,28.9,.103,.655,.0256,4.03,70,3,428,-.0347,-.0626,-.0297,-.0102,-.0258,-.033,-.0277,-.107
2020,3,21,15,48,0,161,3.39,0,11.4,1,.444,0,1.6,6,0,23,-.0677,-.112,-.0438,.,.0228,.0118,-.0285,-.0779
2020,3,21,16,42,0,911,2.35,0,51,.0369,.296,0,5.88,5,0,105,-.0236,-.0629,.00164,-.0209,-.0188,.00366,.0748,-.176
2020,3,21,17,751,6,6241,5.93,.0473,49.3,.0857,.772,.00676,6.63,98,1,840,-.0272,-.0527,-.0273,-.0103,-.0167,-.0081,-.0149,-.12
2020,3,21,18,128,6,833,1.9,.0891,12.4,.168,.24,.0127,1.58,16,1,106,-.0267,-.0598,-.00849,-.0196,-.0122,-.0284,.00539,-.102
2020,3,21,19,68,0,1117,2.16,0,35.4,.0535,.226,0,4.6,7,0,145,-.0168,-.0441,-.0118,.012,-.00945,.00779,-.0173,-.0722
2020,3,21,2,21,0,772,2.87,0,106,.0946,.391,0,12.3,3,0,90,-.0418,-.0719,-.0499,-.0106,.0754,.0857,-.122,-.0915
2020,3,21,20,57,2,472,1.96,.0687,16.2,.727,.24,.0049,1.83,7,0,53,-.0218,-.0227,-.0168,-.0325,-.0495,-.0033,-.0214,-.0527
2020,3,21,21,84,3,768,1.88,.0671,17.2,.163,.211,.00959,1.97,9,0,88,-.0164,-.0439,-.00226,-.000612,-.0263,-.0141,-.0134,-.0716
2020,3,21,22,763,16,2760,16.4,.344,59.4,.131,2.11,.0461,7.99,98,2,371,-.0537,-.0665,-.0461,-.0456,-.0705,-.0324,-.0107,-.149
2020,3,21,23,70,0,2337,5.21,0,174,.813,.712,0,23.8,10,0,320,-.0533,-.0923,-.0404,-.0458,-.0617,-.0072,-.0457,-.169
2020,3,21,24,195,3,284,3.23,.0496,4.7,1.1,.397,.00709,.388,24,0,23,-.0288,-.0706,-.0201,-.0126,-.0589,-.0195,-.0171,-.104
2020,3,21,25,525,2,5225,7.62,.029,75.8,.1,.802,.00415,10.8,55,0,741,-.0595,-.132,-.0541,-.0388,-.0512,-.0225,-.0571,-.188
2020,3,21,26,787,6,11109,7.88,.0601,111,.129,1.08,.00858,13.1,108,1,1311,-.0382,-.0702,-.0274,-.0226,-.0295,-.0216,-.0496,-.144
2020,3,21,27,138,1,4279,2.45,.0177,75.9,.0979,.296,.00253,8.47,17,0,477,-.0368,-.0674,-.0366,-.0175,-.0185,-.0314,-.0178,-.118
2020,3,21,28,140,1,835,4.7,.0336,28.1,1,.643,.0048,3.58,19,0,106,-.0398,-.0407,-.0261,-.07,-.0344,-.00807,-.0806,-.084
2020,3,21,29,93,3,442,1.52,.0489,7.2,.769,.205,.00698,.81,13,0,50,-.0188,-.0427,-.00462,-.0142,.00102,-.0282,-.0301,-.0662
2020,3,21,30,29,0,1166,2.71,0,109,.0457,.307,0,14.1,3,0,151,-.0421,.00634,-.0533,-.0766,-.0519,-.0486,-.0365,.00443
2020,3,21,31,61,0,394,3.15,0,20.4,.0656,.236,0,2.22,5,0,43,-.0319,-.0814,-.0184,-.00997,-.0241,-.0306,-.0832,-.134
2020,3,21,32,165,2,2508,5.36,.0649,81.4,0,.668,.00928,10.7,21,0,329,-.0557,-.103,-.0429,-.0211,-.0668,-.0753,-.00962,-.117
2020,3,21,33,65,0,1028,4.78,0,75.6,.0418,.609,0,8.5,8,0,116,-.0475,-.116,-.0338,-.0118,-.0356,-.0251,-.053,-.123
2020,3,21,34,1336,16,1621,15,.18,18.3,.942,2.03,.0225,2.37,180,2,211,-.0462,-.0855,-.0397,-.0237,-.031,-.0184,-.0553,-.14
2020,3,21,35,57,0,4779,2.72,0,228,.0147,.3,0,29.2,6,0,612,-.00157,-.0274,.028,-.0172,-.0166,.0103,-.00445,-.0448
2020,3,21,36,10371,95,45724,53.3,.488,235,.249,7.17,.0683,30.5,1394,13,5943,-.061,-.106,-.0548,-.0486,-.0503,-.0336,-.0455,-.189
2020,3,21,37,184,0,5276,1.75,0,50.3,.0196,.217,0,6.97,23,0,731,-.0234,-.0625,-.00682,.000566,-.0159,-.0133,.0029,-.104
2020,3,21,38,28,0,1169,3.67,0,153,.00287,.506,0,20.9,4,0,159,-.0342,-.0491,-.0425,.0114,-.0073,-.0386,-.0595,.
2020,3,21,39,247,3,387,2.11,.0257,3.31,1,.27,.00367,.396,32,0,46,-.0378,-.0669,-.0237,-.0217,-.0384,-.000795,-.0338,-.153
2020,3,21,4,104,1,344,1.43,.0137,4.73,.5,.181,.00196,.414,13,0,30,-.0119,-.0508,.00327,-.00417,.000727,-.016,-.0176,-.0871
2020,3,21,40,53,1,613,1.34,.0253,15.5,.154,.177,.00361,2.07,7,0,82,-.0333,-.0671,-.0161,-.0206,-.0239,-.00904,-.0284,-.136
2020,3,21,41,137,4,2117,3.25,.0948,50.2,.,.342,.0102,5.93,14,0,250,-.0501,-.0812,-.0451,-.0392,-.0683,-.0641,-.0301,-.132
2020,3,21,42,388,2,4137,3.03,.0156,32.3,.0919,.381,.00223,4.34,49,0,555,-.0369,-.0633,-.0299,-.0194,-.0318,-.0212,-.0173,-.143
2020,3,21,44,66,0,1372,6.23,0,130,.161,.62,0,14.1,7,0,149,-.0822,-.129,-.08,-.0455,-.0629,-.0328,-.0803,-.249
2020,3,21,45,172,3,1407,3.34,.0583,27.3,.0933,.425,.00832,3.56,22,0,183,-.0319,-.0718,-.0126,-.0174,-.00817,-.0237,-.00219,-.119
2020,3,21,46,14,1,705,1.58,.113,79.7,0,.0807,0,8.3,1,0,73,-.00342,-.0255,-.00698,.,.,-.00585,.,-.0129
2020,3,21,47,312,2,3643,4.57,.0293,53.3,.0263,.586,.00418,7.28,40,0,497,-.0255,-.0428,-.029,.009,-.0411,-.0153,-.0148,-.0629
2020,3,21,48,547,5,6522,1.89,.0172,22.5,.129,.236,.00246,3.19,68,1,924,-.0192,-.0546,-.0036,-.0075,-.0181,-.0123,-.00962,-.103
2020,3,21,49,138,0,4042,4.3,0,126,.0423,.521,0,16.3,17,0,522,-.0425,-.0981,-.012,-.0336,-.0133,-.0588,-.00479,-.106
2020,3,21,5,118,0,685,3.91,0,22.7,.0756,.516,0,2.88,16,0,87,-.0162,-.0416,.000594,.,-.0255,.0231,.,-.0245
2020,3,21,50,49,2,1132,7.85,.321,181,.153,1.01,.0458,18.1,6,0,113,-.0773,-.114,-.0679,-.0746,-.063,-.0489,-.0377,-.223
2020,3,21,51,152,3,2790,1.78,.0351,32.7,.0796,.184,.00335,4.42,16,0,378,-.0264,-.0601,-.0225,-.00793,-.0365,-.00231,-.0149,-.136
2020,3,21,53,1655,95,45706,21.7,1.25,600,.103,1.96,.103,51.4,149,8,3913,-.0329,-.143,-.0188,-.0491,-.0168,-.0217,-.0499,-.0867
2020,3,21,54,12,0,341,.67,0,19,.0348,.0957,0,2.51,2,0,45,-.0426,-.0607,-.0348,-.0218,-.0502,-.0793,-.0169,-.0461
2020,3,21,55,281,4,4943,4.83,.0687,84.9,.0519,.623,.00981,11.7,36,1,679,-.0338,-.0585,-.0255,-.0189,-.0439,-.0273,-.026,-.113
2020,3,21,56,24,0,461,4.15,0,79.7,.018,.518,0,11.3,3,0,66,-.029,-.0582,-.0178,.,-.0878,-.00143,.0177,-.072
2020,3,21,6,1544,28,12528,3.91,.0709,31.7,.251,.42,.00832,4.11,166,3,1623,-.0372,-.101,-.028,-.0302,-.0447,-.0251,-.028,-.117
2020,3,21,8,475,6,4550,8.25,.104,79,.128,.923,.00992,9.41,53,1,542,-.0274,-.0578,-.0219,-.0223,-.0453,-.00779,-.0233,-.114
2020,3,21,9,223,5,2300,6.25,.14,64.5,.0193,.813,.02,8.67,29,1,309,-.0463,-.0588,-.0461,-.0381,-.0515,-.0285,-.0498,-.157
2020,3,22,1,157,0,1602,3.2,0,32.7,.0179,.39,0,4.55,19,0,223,-.026,-.062,-.013,.00358,-.0374,-.0445,-.0114,-.129
2020,3,22,10,56,0,92,5.75,0,9.45,1,.719,0,.734,7,0,7,-.0291,-.0766,-.0226,.00478,-.02,.00219,-.0153,-.164
2020,3,22,11,98,1,1055,13.9,.142,149,.0445,1.64,.0202,19.4,12,0,137,-.042,-.0181,-.0652,-.023,-.0779,-.011,-.021,-.229
2020,3,22,12,1000,13,8721,4.66,.0605,40.6,.146,.593,.00665,5.29,127,1,1136,-.0277,-.0572,-.0157,-.0172,-.0195,-.0235,-.0387,-.0747
2020,3,22,13,620,25,4020,5.84,.235,37.9,.0711,.704,.0323,5.28,75,3,560,-.0413,-.0711,-.0366,-.0142,-.0309,-.0375,-.033,-.124
2020,3,22,15,56,0,311,3.96,0,22,.0533,.494,0,3.12,7,0,44,-.0777,-.126,-.0543,.,.0162,.00126,-.0379,-.0934
2020,3,22,16,47,0,1217,2.63,0,68.1,.0163,.336,0,8.3,6,0,148,-.0351,-.0786,-.00827,-.0291,-.0245,-.00608,.062,-.196
2020,3,22,17,1047,9,8320,8.26,.071,65.7,.142,1.07,.0101,8.8,136,1,1115,-.0334,-.0623,-.0333,-.0144,-.0205,-.0125,-.0191,-.142
2020,3,22,18,204,9,1494,3.03,.134,22.2,.115,.393,.0191,2.91,26,1,196,-.0334,-.0694,-.0139,-.0252,-.0156,-.0308,.0000276,-.124
2020,3,22,19,90,0,1305,2.85,0,41.4,.117,.308,0,5.45,10,0,172,-.0234,-.0557,-.0168,.00911,-.0125,.00529,-.0232,-.0933
2020,3,22,2,22,0,968,3.01,0,132,.0051,.41,0,16.1,3,0,118,-.0523,-.0875,-.0603,-.0186,.0722,.0876,-.144,-.114
2020,3,22,20,66,2,481,2.27,.0687,16.5,1,.28,.0049,1.66,8,0,48,-.0266,-.0281,-.0217,-.0363,-.0523,-.00628,-.0279,-.0659
2020,3,22,21,103,3,1571,2.31,.0671,35.2,.0237,.262,.00959,4.53,12,0,202,-.023,-.054,-.00707,-.00513,-.0311,-.0179,-.0209,-.0908
2020,3,22,22,837,20,3498,18,.43,75.2,.1,2.26,.0553,9.99,105,3,465,-.0615,-.0766,-.0533,-.0504,-.0778,-.0369,-.0154,-.172
2020,3,22,23,89,0,2353,6.62,0,175,1.19,.818,0,24,11,0,323,-.0642,-.108,-.0498,-.0549,-.0702,-.0131,-.0544,-.2
2020,3,22,24,245,3,338,4.05,.0496,5.59,.926,.503,.00709,.503,30,0,30,-.0362,-.0822,-.0268,-.018,-.065,-.0251,-.024,-.126
2020,3,22,25,646,5,6023,9.37,.0725,87.4,.152,.999,.0104,11.1,69,1,768,-.0712,-.15,-.0666,-.0469,-.0605,-.0286,-.0694,-.219
2020,3,22,26,1033,9,12613,10.3,.0901,126,.164,1.4,.0129,14.6,140,1,1460,-.0477,-.0838,-.036,-.0291,-.0355,-.0278,-.0595,-.171
2020,3,22,27,171,1,4860,3.03,.0177,86.2,.0568,.345,.00253,8.47,19,0,478,-.0448,-.0815,-.0437,-.0232,-.0243,-.0363,-.0252,-.143
2020,3,22,28,207,1,1321,6.96,.0336,44.4,.138,.946,.0048,5.89,28,0,175,-.0439,-.0447,-.03,-.0747,-.0387,-.0101,-.0875,-.0925
2020,3,22,29,130,3,459,2.12,.0489,7.48,2.18,.291,.00698,.773,18,0,47,-.0252,-.0491,-.0112,-.0203,-.00319,-.0352,-.0325,-.0851
2020,3,22,30,34,0,1177,3.18,0,110,.455,.374,0,14.3,4,0,152,-.0517,-.011,-.0611,-.0808,-.0673,-.0517,-.0474,-.0208
2020,3,22,31,62,0,404,3.21,0,20.9,.1,.229,0,2.27,4,0,44,-.0355,-.0897,-.0203,-.0124,-.0255,-.0318,-.0874,-.146
2020,3,22,32,190,2,2602,6.17,.0649,84.5,.266,.761,.00928,11.1,23,0,341,-.0681,-.121,-.0541,-.0284,-.0792,-.0829,-.0256,-.14
2020,3,22,33,78,0,1253,5.74,0,92.2,.0578,.683,0,10.2,9,0,138,-.059,-.135,-.044,-.0189,-.0449,-.03,-.0659,-.15
2020,3,22,34,1914,20,2241,21.5,.225,25.2,.932,2.92,.029,3.25,259,3,289,-.0559,-.0985,-.0495,-.0306,-.0393,-.0239,-.0658,-.163
2020,3,22,35,65,0,5386,3.1,0,257,.0132,.327,0,32.7,7,0,686,-.01,-.0357,.0182,-.0225,-.0229,.00335,-.00929,-.0631
2020,3,22,36,15188,142,61753,78.1,.73,317,.301,10.6,.0999,41.4,2065,19,8048,-.073,-.123,-.0673,-.0571,-.0611,-.0408,-.0558,-.22
2020,3,22,37,269,0,6438,2.56,0,61.4,.0731,.323,0,8.42,34,0,883,-.0298,-.0722,-.0118,-.00411,-.0198,-.0186,-.00189,-.122
2020,3,22,38,30,0,1288,3.94,0,169,.0168,.544,0,22.3,4,0,170,-.0426,-.0593,-.0508,.0056,-.0119,-.0473,-.0637,.
2020,3,22,39,351,3,491,3,.0257,4.2,1,.384,.00367,.386,45,0,45,-.0462,-.0787,-.0309,-.0273,-.0443,-.0061,-.0419,-.175
2020,3,22,4,153,2,434,2.1,.0275,5.96,.544,.275,.00393,.591,20,0,43,-.019,-.0605,-.00312,-.0102,-.00459,-.0209,-.0252,-.106
2020,3,22,40,67,2,736,1.69,.0505,18.6,.114,.213,.00722,2.2,8,0,87,-.0402,-.0785,-.0204,-.026,-.029,-.0172,-.0345,-.153
2020,3,22,41,161,5,3025,3.82,.119,71.7,.0264,.413,.0135,8.7,17,1,367,-.058,-.0893,-.0535,-.0453,-.0745,-.069,-.037,-.153
2020,3,22,42,504,3,5443,3.94,.0234,42.5,.0888,.487,.00335,5.77,62,0,739,-.0463,-.0769,-.0382,-.0262,-.0396,-.0269,-.0242,-.173
2020,3,22,44,83,0,1660,7.83,0,157,.059,.85,0,17.2,9,0,182,-.0982,-.155,-.0954,-.0537,-.0775,-.0389,-.0972,-.289
2020,3,22,45,194,3,1661,3.77,.0583,32.3,.0866,.461,.00832,4.13,24,0,213,-.0386,-.0816,-.0184,-.0217,-.0115,-.0278,-.00657,-.14
2020,3,22,46,21,1,761,2.37,.113,86,.125,.194,0,6.86,2,0,61,-.00824,-.0347,-.0118,.,.,-.00862,.,-.0263
2020,3,22,47,424,2,3777,6.21,.0293,55.3,.836,.805,.00418,7.49,55,0,512,-.0321,-.0514,-.035,.0038,-.0473,-.0203,-.0193,-.0792
2020,3,22,48,639,7,8756,2.2,.0241,30.2,.0412,.275,.00345,4.29,80,1,1243,-.0256,-.0642,-.00949,-.0111,-.0218,-.0173,-.0152,-.122
2020,3,22,49,182,1,4669,5.68,.0312,146,.0702,.682,.00446,17.8,22,0,569,-.0487,-.107,-.0174,-.0374,-.0176,-.063,-.00933,-.12
2020,3,22,5,165,0,876,5.47,0,29,.246,.705,0,3.58,21,0,108,-.021,-.0488,-.00285,.,-.0279,.0189,.,-.0389
2020,3,22,50,52,2,1280,8.33,.321,205,.0203,1.01,.0458,19.8,6,0,123,-.0902,-.133,-.0797,-.0853,-.07,-.0592,-.0469,-.26
2020,3,22,51,219,6,3337,2.57,.0703,39.1,.122,.291,.00837,4.9,25,1,418,-.033,-.0694,-.0293,-.0125,-.0423,-.00727,-.0219,-.154
2020,3,22,53,1844,97,47738,24.2,1.27,627,.093,2.19,.103,51.9,167,8,3954,-.0415,-.152,-.0282,-.0564,-.0213,-.0275,-.0608,-.11
2020,3,22,54,16,0,397,.893,0,22.2,.0714,.128,0,2.86,2,0,51,-.0481,-.0681,-.0393,-.0252,-.0552,-.0831,-.0226,-.0617
2020,3,22,55,382,4,6655,6.56,.0687,114,.059,.856,.00981,15.5,50,1,901,-.0395,-.068,-.0301,-.0222,-.048,-.0314,-.0303,-.133
2020,3,22,56,26,0,462,4.49,0,79.8,2,.568,0,11.3,3,0,66,-.0327,-.0645,-.0209,.,-.0906,-.00491,.0154,-.0842
2020,3,22,6,1851,35,12840,4.68,.0886,32.5,.984,.496,.0105,4.21,196,4,1662,-.0481,-.112,-.0398,-.0392,-.0539,-.0323,-.0408,-.141
2020,3,22,8,591,7,5436,10.3,.122,94.4,.131,1.13,.0124,11.6,65,1,668,-.0345,-.0662,-.0296,-.0279,-.051,-.013,-.031,-.134
2020,3,22,9,327,8,3100,9.17,.224,86.9,.13,1.21,.0321,11.8,43,1,422,-.0566,-.0755,-.0556,-.0454,-.0618,-.0345,-.059,-.188
2020,3,23,1,196,0,1832,4,0,37.4,.17,.487,0,5.17,24,0,254,-.032,-.0708,-.0184,.000837,-.0432,-.0487,-.0192,-.144
2020,3,23,10,87,0,104,8.93,0,10.7,2.58,1.16,0,.88,11,0,9,-.0372,-.0904,-.0293,-.000389,-.0265,-.00332,-.0215,-.187
2020,3,23,11,116,2,1229,16.4,.283,174,.103,1.9,.0405,22.6,13,0,159,-.0511,-.0294,-.0769,-.0292,-.0859,-.0153,-.0325,-.26
2020,3,23,12,1222,18,12092,5.69,.0838,56.3,.0659,.719,.00931,7.51,154,2,1612,-.0347,-.067,-.0221,-.0221,-.0244,-.0281,-.0444,-.0942
2020,3,23,13,800,25,5069,7.53,.235,47.7,.172,.918,.0323,6.66,97,3,707,-.0485,-.0805,-.0441,-.0183,-.0362,-.0424,-.0387,-.142
2020,3,23,15,77,0,3011,5.44,0,213,.00778,.676,0,30.3,10,0,429,-.0889,-.141,-.0663,.,.00896,-.00987,-.0491,-.111
2020,3,23,16,50,0,1356,2.8,0,75.9,.0216,.36,0,8.68,6,0,155,-.0465,-.0944,-.0181,-.0371,-.0301,-.0161,.0487,-.215
2020,3,23,17,1285,12,9856,10.1,.0947,77.8,.155,1.33,.0135,9.96,169,2,1262,-.04,-.073,-.0397,-.0186,-.0248,-.0173,-.0237,-.166
2020,3,23,18,264,12,1960,3.92,.178,29.1,.129,.509,.0233,3.86,34,2,260,-.0408,-.0798,-.0199,-.0312,-.0196,-.0333,-.00594,-.148
2020,3,23,19,105,0,2148,3.33,0,68.1,.0178,.376,0,9.25,12,0,292,-.0308,-.0687,-.0222,.00561,-.0157,.00246,-.0299,-.116
2020,3,23,2,36,0,968,4.92,0,132,.,.644,0,16.1,5,0,118,-.063,-.104,-.0702,-.0279,.0691,.0878,-.167,-.136
2020,3,23,20,82,2,499,2.81,.0687,17.1,.889,.348,.0049,1.58,10,0,46,-.0318,-.0343,-.027,-.0402,-.0555,-.00957,-.0347,-.0798
2020,3,23,21,124,3,1866,2.78,.0671,41.8,.0712,.326,.0064,5.15,15,0,230,-.0303,-.0651,-.0125,-.0102,-.0362,-.022,-.0293,-.112
2020,3,23,22,1172,34,5948,25.2,.731,128,.137,3.18,.0953,17.3,148,4,806,-.0697,-.0875,-.0605,-.055,-.0853,-.0414,-.0206,-.195
2020,3,23,23,107,0,2898,7.96,0,216,.033,.956,0,22.5,13,0,302,-.076,-.126,-.0602,-.064,-.0793,-.0196,-.0637,-.234
2020,3,23,24,290,3,382,4.8,.0496,6.32,1.02,.593,.00709,.593,36,0,36,-.0441,-.0949,-.034,-.0237,-.0713,-.031,-.0316,-.15
2020,3,23,25,777,9,8941,11.3,.131,130,.0449,1.2,.0187,15.8,83,1,1092,-.0836,-.168,-.0803,-.0553,-.0707,-.0351,-.0828,-.253
2020,3,23,26,1324,16,14909,13.3,.16,149,.127,1.82,.0229,16.8,181,2,1677,-.0582,-.0987,-.0456,-.0361,-.0423,-.0346,-.0704,-.201
2020,3,23,27,235,1,4904,4.17,.0177,87,1.45,.458,.00253,7.31,26,0,412,-.0535,-.097,-.0515,-.0293,-.0306,-.0416,-.0333,-.17
2020,3,23,28,249,1,1392,8.37,.0336,46.8,.592,1.14,.0048,5.29,34,0,158,-.048,-.0491,-.0337,-.0789,-.043,-.0121,-.0945,-.101
2020,3,23,29,183,4,552,2.98,.0652,8.99,.57,.405,.00931,.889,25,1,55,-.0323,-.0563,-.0185,-.0268,-.008,-.0427,-.0353,-.106
2020,3,23,30,45,0,1180,4.21,0,110,3.67,.495,0,13,5,0,139,-.0622,-.0301,-.0698,-.0848,-.0837,-.0551,-.0592,-.0486
2020,3,23,31,73,0,406,3.77,0,21,5.5,.295,0,1.61,6,0,31,-.0393,-.0985,-.0223,-.0148,-.027,-.0329,-.0921,-.159
2020,3,23,32,265,4,3680,8.6,.13,119,.0696,1.02,.0139,16,31,0,493,-.0811,-.14,-.0657,-.0358,-.0918,-.0906,-.042,-.164
2020,3,23,33,101,1,1452,7.43,.0735,107,.116,.883,.0105,12.3,12,0,167,-.0715,-.155,-.0555,-.0264,-.0552,-.0351,-.0803,-.179
2020,3,23,34,2844,27,3203,32,.304,36.1,.967,4.29,.0386,4.67,381,3,415,-.0663,-.113,-.06,-.0378,-.0484,-.0297,-.0773,-.188
2020,3,23,35,83,0,5973,3.96,0,285,.0307,.422,0,32,9,0,672,-.0194,-.0453,.00743,-.0284,-.0297,-.00424,-.0148,-.0835
2020,3,23,36,20899,183,78565,107,.941,404,.34,14.6,.127,52.3,2850,25,10173,-.0858,-.141,-.0807,-.0659,-.073,-.0486,-.0668,-.252
2020,3,23,37,302,0,8438,2.88,0,80.5,.0165,.365,0,11,38,0,1158,-.0368,-.0827,-.0172,-.00896,-.0243,-.0242,-.00714,-.143
2020,3,23,38,32,0,1383,4.2,0,181,.0211,.581,0,23.6,4,0,180,-.0513,-.0702,-.0592,-.0000886,-.0167,-.0569,-.0687,.
2020,3,23,39,444,6,582,3.8,.0513,4.98,1.02,.482,.00733,.479,56,1,56,-.0553,-.0917,-.0385,-.0332,-.0507,-.0117,-.0507,-.198
2020,3,23,4,234,2,574,3.21,.0275,7.89,.579,.424,.00393,.846,31,0,62,-.0266,-.0709,-.00992,-.0164,-.0102,-.0262,-.0333,-.125
2020,3,23,40,81,2,775,2.05,.0505,19.6,.359,.256,.00722,2.13,10,0,84,-.0474,-.0907,-.025,-.0315,-.0343,-.0257,-.0412,-.171
2020,3,23,41,191,5,3840,4.53,.119,91,.0368,.491,.0135,10.9,21,1,460,-.0662,-.0977,-.0623,-.0516,-.0809,-.074,-.0441,-.174
2020,3,23,42,644,6,7239,5.03,.0469,56.5,.078,.628,.0067,7.25,80,1,928,-.0566,-.092,-.0473,-.0334,-.0483,-.0331,-.032,-.204
2020,3,23,44,106,0,1842,10,0,174,.126,1.15,0,18.4,12,0,195,-.115,-.183,-.112,-.0624,-.0933,-.0456,-.115,-.332
2020,3,23,45,299,5,1764,5.81,.0971,34.3,1.02,.738,.0111,4.16,38,1,214,-.0462,-.0927,-.025,-.0264,-.0152,-.0323,-.0116,-.162
2020,3,23,46,28,1,790,3.17,.113,89.3,.241,.291,0,4.62,3,0,41,-.0138,-.0452,-.0171,.,.,-.0118,.,-.0431
2020,3,23,47,522,2,3887,7.64,.0293,56.9,.891,.983,.00418,7.46,67,0,509,-.0392,-.0609,-.0414,-.00157,-.054,-.0255,-.0244,-.0971
2020,3,23,48,728,7,10055,2.51,.0241,34.7,.0685,.316,.00296,4.93,92,1,1428,-.0324,-.0745,-.0159,-.0149,-.026,-.0226,-.0212,-.142
2020,3,23,49,257,1,5821,8.02,.0312,182,.0651,.967,.00446,21.4,31,0,686,-.0552,-.117,-.0231,-.0414,-.0224,-.0673,-.0142,-.136
2020,3,23,5,201,0,1080,6.66,0,35.8,.176,.847,0,4.38,26,0,132,-.0263,-.057,-.00651,.,-.0306,.0143,.,-.0549
2020,3,23,50,75,2,1521,12,.321,244,.0954,1.44,.0458,23.3,9,0,145,-.104,-.155,-.0925,-.0962,-.0779,-.0704,-.0564,-.298
2020,3,23,51,254,6,3697,2.98,.0703,43.3,.0972,.34,.00837,5.37,29,1,458,-.0401,-.0794,-.0366,-.0172,-.0486,-.0124,-.0293,-.172
2020,3,23,53,2101,110,53245,27.6,1.44,699,.0467,2.45,.116,52.9,187,9,4027,-.0508,-.161,-.0384,-.064,-.0261,-.0332,-.0725,-.135
2020,3,23,54,16,0,460,.893,0,25.7,0,.128,0,3.03,2,0,54,-.0541,-.0762,-.0442,-.029,-.0605,-.0873,-.0287,-.0789
2020,3,23,55,418,5,7516,7.18,.0859,129,.0418,.91,.0123,17.1,53,1,994,-.0457,-.0783,-.0351,-.0255,-.0522,-.036,-.0349,-.153
2020,3,23,56,28,0,618,4.84,0,107,.0128,.444,0,15.2,3,0,88,-.0367,-.072,-.0239,.,-.0932,-.00864,.0128,-.0977
